Age,IQ,Time per Day (hrs),Assessment Score,Level of Student,Level of Course,Course Name,Consistency,Consistency_Num,Student_Level_Num,Course_Level_Num,Present Material Level,Relative Performance,Material Level,Present_Material_Level_Num,Material_Level_Num
13,86.05165907513711,0.16947506970686804,86,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,11,Advanced,2,3
10,89.65477535656436,0.3929918071168542,57,Beginner,Advanced,Math,Regular,1,1,3,Beginner,-3,Intermediate,1,2
7,108.27167916809827,1.1592843450793509,69,Beginner,Advanced,History,Irregular,0,1,3,Beginner,9,Beginner,1,1
15,98.76312011616713,1.5685639685776236,79,Beginner,Advanced,English,Irregular,0,1,3,Beginner,19,Advanced,1,3
12,117.16858570725101,1.6187972233367751,41,Beginner,Advanced,History,Irregular,0,1,3,Beginner,-19,Beginner,1,1
13,106.12050881239534,1.0660549679228137,40,Beginner,Advanced,English,Irregular,0,1,3,Beginner,-20,Beginner,1,1
16,96.49059258817057,0.30642628737191957,87,Advanced,Beginner,English,Regular,1,3,1,Advanced,27,Advanced,3,3
10,112.75196983856826,1.2171086667836628,91,Advanced,Beginner,English,Regular,1,3,1,Advanced,31,Advanced,3,3
5,106.52179587626107,1.709270827693216,73,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,28,Advanced,1,3
12,71.61338327708417,0.5483012754010708,68,Beginner,Beginner,Science,Regular,1,1,1,Beginner,38,Advanced,1,3
12,93.42004808351992,1.2723857226949544,66,Beginner,Beginner,Math,Irregular,0,1,1,Beginner,36,Advanced,1,3
8,72.52863910296769,2.085617016054644,66,Advanced,Intermediate,Math,Irregular,0,3,2,Intermediate,-9,Intermediate,2,2
13,110.25122841433918,0.4093605440930066,89,Beginner,Advanced,History,Irregular,0,1,3,Intermediate,29,Advanced,2,3
14,86.02685119578189,0.9110431011012553,76,Intermediate,Beginner,Math,Regular,1,2,1,Intermediate,31,Advanced,2,3
18,96.3865065130583,1.2193336084874469,49,Advanced,Beginner,Math,Regular,1,3,1,Advanced,-11,Advanced,3,3
13,101.29729094392735,0.46065307352906126,42,Intermediate,Intermediate,Math,Irregular,0,2,2,Advanced,-18,Intermediate,3,2
10,126.41372650035433,1.8706301422652332,55,Intermediate,Beginner,History,Irregular,0,2,1,Intermediate,10,Advanced,2,3
10,103.14149778754008,0.3408941164568326,77,Advanced,Advanced,Science,Irregular,0,3,3,Advanced,-13,Beginner,3,1
9,131.82692507909613,2.5906962392075394,97,Beginner,Advanced,Science,Regular,1,1,3,Intermediate,37,Advanced,2,3
11,76.88158666110132,0.6775973662064596,88,Advanced,Beginner,Science,Irregular,0,3,1,Intermediate,28,Advanced,2,3
10,96.46292423040805,0.9439092843292152,78,Advanced,Intermediate,English,Irregular,0,3,2,Advanced,3,Intermediate,3,2
15,93.95985824604259,1.2968250222330677,60,Intermediate,Advanced,Science,Regular,1,2,3,Intermediate,-15,Beginner,2,1
7,66.66979542467448,1.8379875724396006,75,Advanced,Advanced,Science,Regular,1,3,3,Intermediate,-15,Beginner,2,1
14,101.30988155155562,1.9648928899118947,74,Advanced,Intermediate,English,Regular,1,3,2,Advanced,-1,Advanced,3,3
10,84.11728328445366,1.7409968013302557,64,Intermediate,Intermediate,Math,Irregular,0,2,2,Intermediate,4,Advanced,2,3
13,72.64684024570222,1.2963645053836919,60,Advanced,Beginner,History,Regular,1,3,1,Advanced,0,Beginner,3,1
14,118.75602952921412,1.6844642448803437,65,Advanced,Beginner,English,Regular,1,3,1,Advanced,5,Advanced,3,3
11,100.41020949387489,0.2966059065810104,83,Intermediate,Beginner,History,Irregular,0,2,1,Intermediate,38,Advanced,2,3
8,117.1491343910462,2.1698368107158172,58,Beginner,Intermediate,Science,Irregular,0,1,2,Beginner,13,Advanced,1,3
5,88.8001025995877,0.7715739411898662,77,Advanced,Intermediate,History,Regular,1,3,2,Advanced,2,Beginner,3,1
13,91.81747631688012,1.4559851026350374,52,Advanced,Beginner,History,Regular,1,3,1,Advanced,-8,Beginner,3,1
11,90.20658105148975,0.32746020001815523,83,Intermediate,Advanced,Science,Irregular,0,2,3,Beginner,8,Beginner,1,1
14,123.02600325680214,1.0325397303346007,58,Intermediate,Beginner,Math,Regular,1,2,1,Intermediate,13,Advanced,2,3
15,106.34499858870603,3.599243370598767,61,Beginner,Beginner,Science,Regular,1,1,1,Beginner,31,Advanced,1,3
12,92.3632947043344,0.47165814227521663,61,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,1,Beginner,2,1
16,99.19817706920242,0.16767553669951824,95,Beginner,Advanced,Math,Regular,1,1,3,Beginner,35,Advanced,1,3
11,74.59866551294414,0.8203793953051862,86,Intermediate,Intermediate,Math,Irregular,0,2,2,Beginner,26,Advanced,1,3
12,99.60435321014303,0.10046670042098338,51,Intermediate,Beginner,Math,Regular,1,2,1,Beginner,6,Advanced,1,3
10,105.61879514864023,1.2670043251421557,96,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,21,Advanced,3,3
8,99.43493037701865,0.49143625629085075,69,Beginner,Advanced,Math,Regular,1,1,3,Beginner,9,Advanced,1,3
11,73.06553640807421,1.9754310059919065,50,Advanced,Intermediate,History,Irregular,0,3,2,Intermediate,-25,Beginner,2,1
17,104.93721311669698,1.0571580090107862,58,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,-17,Beginner,2,1
12,76.66919938883171,4.589818400897336,65,Intermediate,Beginner,English,Regular,1,2,1,Intermediate,20,Advanced,2,3
16,125.97817191946203,0.43677072758826185,50,Intermediate,Intermediate,Math,Regular,1,2,2,Intermediate,-10,Advanced,2,3
14,124.4382122436584,3.210554263142923,92,Beginner,Intermediate,English,Regular,1,1,2,Beginner,47,Advanced,1,3
16,94.30476282019282,2.2082678572270145,55,Intermediate,Beginner,English,Irregular,0,2,1,Beginner,10,Intermediate,1,2
8,86.53595598006456,1.814841100648107,99,Intermediate,Advanced,Math,Regular,1,2,3,Advanced,24,Advanced,3,3
13,89.09997336560741,1.1738168453476299,50,Advanced,Beginner,History,Irregular,0,3,1,Intermediate,-10,Beginner,2,1
14,86.13247793131951,5.297425220262398,59,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,14,Advanced,1,3
9,114.60583956196649,0.3870948533953902,74,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,-1,Beginner,2,1
15,108.66536714362024,4.7021416952225685,96,Beginner,Beginner,Science,Irregular,0,1,1,Beginner,66,Advanced,1,3
9,81.94240030250694,0.6054286641927593,84,Intermediate,Beginner,Math,Regular,1,2,1,Intermediate,39,Advanced,2,3
7,67.57364401137042,0.5318306359151047,56,Advanced,Beginner,English,Irregular,0,3,1,Advanced,-4,Beginner,3,1
8,69.67942751011466,1.0325886300087797,83,Advanced,Intermediate,Science,Regular,1,3,2,Intermediate,8,Intermediate,2,2
10,80.27794158642158,0.7466101385402361,92,Intermediate,Advanced,Math,Irregular,0,2,3,Advanced,17,Advanced,3,3
11,118.74090307386766,3.120210132652466,75,Beginner,Advanced,History,Irregular,0,1,3,Beginner,15,Advanced,1,3
7,119.48954625843032,0.6813498328082053,61,Advanced,Intermediate,Science,Regular,1,3,2,Intermediate,-14,Intermediate,2,2
11,108.78162334524397,2.6372737133390576,72,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,-3,Advanced,3,3
8,112.73745961808517,0.3377201680248253,54,Intermediate,Beginner,English,Irregular,0,2,1,Intermediate,9,Advanced,2,3
15,89.18435118803775,1.365879501865751,85,Advanced,Advanced,History,Regular,1,3,3,Advanced,-5,Beginner,3,1
12,102.28430097386286,2.083032339315925,75,Intermediate,Advanced,Science,Regular,1,2,3,Advanced,0,Advanced,3,3
14,111.07836911661938,3.293207376488817,55,Intermediate,Intermediate,Science,Irregular,0,2,2,Intermediate,-5,Advanced,2,3
14,117.78067334749883,0.3060610307829999,69,Beginner,Intermediate,Science,Regular,1,1,2,Beginner,24,Advanced,1,3
16,114.6972143979775,0.9541084889854923,57,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,-3,Advanced,2,3
10,104.6751625648356,0.032644330807565555,84,Intermediate,Intermediate,Science,Irregular,0,2,2,Beginner,24,Intermediate,1,2
11,103.27480279356278,0.367797866405732,92,Advanced,Intermediate,Science,Irregular,0,3,2,Advanced,17,Advanced,3,3
6,92.15934614203664,2.620748338378955,60,Advanced,Beginner,Science,Regular,1,3,1,Advanced,0,Advanced,3,3
11,99.94123818533488,0.26327333133274383,87,Advanced,Intermediate,Math,Regular,1,3,2,Advanced,12,Advanced,3,3
11,122.66905065892122,0.46185359694644096,59,Intermediate,Beginner,English,Irregular,0,2,1,Beginner,14,Intermediate,1,2
15,116.61429799372054,1.045939199617623,41,Intermediate,Beginner,Science,Regular,1,2,1,Advanced,-4,Advanced,3,3
15,97.13807919895851,0.8274353684943059,50,Beginner,Beginner,Math,Regular,1,1,1,Beginner,20,Advanced,1,3
16,107.35453202369727,0.058006184905623155,65,Beginner,Intermediate,History,Regular,1,1,2,Intermediate,20,Advanced,2,3
13,113.81473911197097,0.7460148461046736,94,Advanced,Advanced,History,Irregular,0,3,3,Advanced,4,Intermediate,3,2
12,112.18994052471618,0.409128935882676,44,Advanced,Intermediate,English,Regular,1,3,2,Advanced,-31,Beginner,3,1
10,90.80377518591871,1.007196163910689,72,Beginner,Beginner,Math,Regular,1,1,1,Beginner,42,Advanced,1,3
5,109.38953082081491,2.6128153984629816,61,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,1,Advanced,1,3
11,91.83565904525938,3.040972554486555,87,Beginner,Beginner,Math,Regular,1,1,1,Beginner,57,Advanced,1,3
12,74.91069957317494,1.0018598965764212,76,Advanced,Advanced,Science,Irregular,0,3,3,Intermediate,-14,Beginner,2,1
11,62.07121986265377,0.9460978512047986,57,Advanced,Beginner,Math,Irregular,0,3,1,Advanced,-3,Intermediate,3,2
13,132.17015693210018,0.8537709705028922,42,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,-33,Beginner,2,1
15,101.66010727186273,1.446597660668441,77,Intermediate,Beginner,History,Irregular,0,2,1,Beginner,32,Advanced,1,3
17,97.87300354678538,1.6172171439005,95,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,50,Advanced,1,3
15,114.48456129473068,0.4788602546258084,89,Beginner,Advanced,Science,Regular,1,1,3,Beginner,29,Advanced,1,3
9,72.90212862061114,2.2459623919559784,72,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,12,Advanced,2,3
14,111.32488290578122,0.300996155864124,73,Intermediate,Advanced,History,Irregular,0,2,3,Intermediate,-2,Beginner,2,1
8,81.36931241183653,2.1828104770696553,47,Advanced,Beginner,History,Regular,1,3,1,Advanced,-13,Beginner,3,1
18,95.14589005735189,1.114563297513613,84,Beginner,Advanced,Science,Regular,1,1,3,Beginner,24,Advanced,1,3
14,81.09986729822847,1.7570749187020624,92,Beginner,Beginner,Science,Regular,1,1,1,Beginner,62,Advanced,1,3
15,88.24188832016193,1.0356031973590596,50,Advanced,Beginner,History,Regular,1,3,1,Advanced,-10,Beginner,3,1
18,84.57015198104507,2.0676702959778956,95,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,50,Advanced,1,3
11,102.98853601369534,0.3575499919449,81,Advanced,Advanced,Math,Irregular,0,3,3,Advanced,-9,Intermediate,3,2
11,95.04540619622475,0.5371804973914779,99,Advanced,Intermediate,English,Regular,1,3,2,Advanced,24,Advanced,3,3
12,94.09747976119358,0.2219399880660309,63,Advanced,Intermediate,History,Regular,1,3,2,Advanced,-12,Beginner,3,1
18,125.14699577556037,0.9801520255486937,68,Advanced,Beginner,Math,Regular,1,3,1,Advanced,8,Advanced,3,3
14,89.56331736172052,3.7654532513565866,65,Intermediate,Beginner,Math,Irregular,0,2,1,Intermediate,20,Advanced,2,3
11,126.45276803124045,1.1315239062915228,83,Intermediate,Intermediate,Science,Irregular,0,2,2,Beginner,23,Advanced,1,3
10,93.97828560734342,0.30782460376452037,43,Intermediate,Advanced,English,Regular,1,2,3,Intermediate,-32,Beginner,2,1
14,74.92835206374453,1.0680217289620433,82,Beginner,Intermediate,Science,Irregular,0,1,2,Intermediate,37,Advanced,2,3
10,87.58285734095894,0.3557695911319686,94,Intermediate,Intermediate,Science,Regular,1,2,2,Intermediate,34,Advanced,2,3
11,121.36245700825064,1.3651379422271792,67,Intermediate,Intermediate,History,Irregular,0,2,2,Intermediate,7,Intermediate,2,2
9,87.46998198210773,2.356725913850825,92,Advanced,Advanced,English,Regular,1,3,3,Advanced,2,Advanced,3,3
13,93.93840052851401,0.1354612747595919,83,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,8,Beginner,3,1
13,120.13967741441135,0.7510115313762775,73,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,13,Advanced,1,3
16,92.58794651381787,0.5968564854535252,44,Beginner,Beginner,History,Irregular,0,1,1,Beginner,14,Beginner,1,1
11,98.14679669020668,1.5584002253456655,80,Beginner,Intermediate,History,Regular,1,1,2,Beginner,35,Advanced,1,3
16,113.86312817545591,1.4782112345393896,43,Advanced,Beginner,History,Regular,1,3,1,Intermediate,-17,Beginner,2,1
18,110.8773354151325,0.7867501799597685,41,Beginner,Advanced,Science,Regular,1,1,3,Beginner,-19,Beginner,1,1
14,126.91839033619699,0.15391080701678406,85,Intermediate,Intermediate,Math,Irregular,0,2,2,Advanced,25,Advanced,3,3
18,98.17778624047132,0.35347803264184074,50,Advanced,Advanced,Science,Regular,1,3,3,Advanced,-40,Beginner,3,1
12,85.76457040090654,1.603517910970929,94,Intermediate,Advanced,History,Regular,1,2,3,Beginner,19,Intermediate,1,2
8,89.02618693910102,0.35566361190784046,56,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-19,Beginner,2,1
18,93.71026441036204,0.26370506466240695,45,Beginner,Advanced,History,Regular,1,1,3,Intermediate,-15,Beginner,2,1
9,70.42201194417106,0.6958576058049908,63,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,3,Beginner,2,1
11,99.79000293066294,0.4064661631830031,53,Advanced,Beginner,History,Irregular,0,3,1,Advanced,-7,Beginner,3,1
9,106.40049618453229,2.4596805306689387,58,Intermediate,Beginner,English,Irregular,0,2,1,Intermediate,13,Advanced,2,3
11,102.64100230577232,0.7860145486094219,59,Advanced,Advanced,History,Irregular,0,3,3,Intermediate,-31,Beginner,2,1
6,103.56798366825105,1.521949091529557,95,Intermediate,Intermediate,History,Irregular,0,2,2,Advanced,35,Advanced,3,3
11,106.47901222559817,0.41172184570869846,87,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,12,Advanced,2,3
14,88.33294027268985,1.5960457886829866,63,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,-12,Beginner,3,1
14,110.18442672353477,0.8223841159125804,75,Beginner,Intermediate,Science,Regular,1,1,2,Beginner,30,Advanced,1,3
9,78.94530517812683,0.7959547295751421,66,Beginner,Advanced,History,Irregular,0,1,3,Beginner,6,Beginner,1,1
11,116.92413712997639,2.7620133151272666,61,Advanced,Beginner,English,Irregular,0,3,1,Advanced,1,Advanced,3,3
11,95.30468982333362,5.835685543333502,85,Intermediate,Intermediate,Math,Regular,1,2,2,Advanced,25,Advanced,3,3
12,104.43358304273994,0.05859763120549289,75,Intermediate,Advanced,Math,Regular,1,2,3,Advanced,0,Advanced,3,3
4,98.34512854703236,0.3166067716486019,99,Intermediate,Advanced,Math,Regular,1,2,3,Intermediate,24,Advanced,2,3
11,82.65919492351705,0.5195522682998608,74,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,29,Beginner,1,1
6,87.96418353581996,0.2481593141174172,46,Advanced,Beginner,Science,Regular,1,3,1,Intermediate,-14,Beginner,2,1
10,108.42492602265874,0.30607504418815884,75,Beginner,Advanced,Science,Regular,1,1,3,Beginner,15,Advanced,1,3
13,100.60078052628185,3.8232439995465484,82,Advanced,Beginner,Math,Irregular,0,3,1,Advanced,22,Advanced,3,3
11,67.22373763096627,0.0679287154949104,57,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,-3,Beginner,3,1
9,98.51230011689982,8.318867314187397,73,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,13,Advanced,1,3
10,85.6283007122807,4.1854746633356985,92,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,17,Advanced,3,3
11,96.65469866495536,0.09193375140538118,58,Beginner,Advanced,English,Regular,1,1,3,Beginner,-2,Beginner,1,1
14,94.23532802126232,3.1341974221853928,45,Intermediate,Advanced,English,Irregular,0,2,3,Beginner,-30,Beginner,1,1
11,98.11077324177292,2.8196743264014286,75,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,15,Advanced,2,3
9,78.51354049886359,0.04349760340440141,93,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,33,Intermediate,2,2
9,95.77325354460913,0.13181704824850127,40,Advanced,Advanced,English,Irregular,0,3,3,Intermediate,-50,Beginner,2,1
14,126.4347957617201,3.0622942344336868,96,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,36,Advanced,3,3
14,120.47655170442165,2.1768778428175843,84,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,9,Advanced,2,3
11,125.44624538192207,0.06745521157318471,58,Beginner,Beginner,Math,Irregular,0,1,1,Beginner,28,Advanced,1,3
6,112.98414067866278,5.02612788070118,94,Intermediate,Intermediate,Science,Regular,1,2,2,Beginner,34,Advanced,1,3
18,97.87865864613289,2.733314397247136,43,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,-17,Intermediate,1,2
16,78.73327013255981,4.636038693037437,76,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,1,Advanced,2,3
17,112.1182145522496,2.18494612248931,44,Intermediate,Beginner,Math,Regular,1,2,1,Advanced,-1,Advanced,3,3
15,120.40259215780239,0.3652002879620986,57,Advanced,Beginner,English,Irregular,0,3,1,Advanced,-3,Intermediate,3,2
6,95.92512253253139,0.09825923055512517,68,Beginner,Advanced,Science,Regular,1,1,3,Beginner,8,Beginner,1,1
11,106.39751494251728,2.3403331225462916,64,Beginner,Advanced,History,Irregular,0,1,3,Intermediate,4,Intermediate,2,2
9,91.03898625769129,1.1457893800556493,55,Advanced,Advanced,Science,Regular,1,3,3,Intermediate,-35,Beginner,2,1
13,102.96350813436906,0.548477893009477,82,Advanced,Beginner,English,Irregular,0,3,1,Advanced,22,Advanced,3,3
10,121.04784928556504,1.1507457649870745,71,Advanced,Advanced,Science,Regular,1,3,3,Intermediate,-19,Intermediate,2,2
16,84.39764271202644,2.689564176238063,49,Intermediate,Intermediate,Science,Irregular,0,2,2,Beginner,-11,Beginner,1,1
9,103.73290989284368,0.20071230088072234,40,Advanced,Beginner,English,Regular,1,3,1,Intermediate,-20,Beginner,2,1
16,91.05074969683251,0.07457239391622922,47,Advanced,Beginner,English,Irregular,0,3,1,Intermediate,-13,Beginner,2,1
14,89.19589969636317,1.1833022627488532,42,Advanced,Advanced,English,Regular,1,3,3,Advanced,-48,Beginner,3,1
10,98.15502936941974,2.22550466340332,98,Beginner,Advanced,Science,Regular,1,1,3,Beginner,38,Advanced,1,3
10,109.91894317954379,3.0026293367563355,72,Advanced,Beginner,English,Irregular,0,3,1,Advanced,12,Advanced,3,3
11,120.14415618372345,1.8019005137568684,52,Advanced,Advanced,English,Regular,1,3,3,Advanced,-38,Intermediate,3,2
11,114.75215509826799,2.0420098590358653,75,Advanced,Intermediate,English,Regular,1,3,2,Advanced,0,Advanced,3,3
9,97.63953697227392,1.0921654122151947,50,Beginner,Intermediate,Science,Irregular,0,1,2,Beginner,5,Beginner,1,1
13,123.12602628378147,5.369722466510247,94,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,34,Advanced,1,3
12,98.31441893236897,4.509418722314538,60,Beginner,Advanced,Science,Irregular,0,1,3,Intermediate,0,Advanced,2,3
16,92.6574076006114,1.9175476661315716,77,Advanced,Beginner,Science,Irregular,0,3,1,Intermediate,17,Advanced,2,3
6,108.95047472416346,1.9251369789052042,50,Advanced,Advanced,Math,Regular,1,3,3,Advanced,-40,Intermediate,3,2
14,94.16279434865024,2.1374331917051097,53,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,-7,Intermediate,3,2
14,114.58923324461955,4.137294722946789,64,Advanced,Intermediate,English,Irregular,0,3,2,Advanced,-11,Advanced,3,3
14,110.29467234026397,1.0584278164608552,72,Advanced,Intermediate,Math,Regular,1,3,2,Intermediate,-3,Advanced,2,3
12,121.78547513651326,0.9116927021644536,68,Advanced,Advanced,English,Irregular,0,3,3,Advanced,-22,Beginner,3,1
12,95.98095843058852,0.38868554155577617,77,Beginner,Intermediate,Science,Regular,1,1,2,Intermediate,32,Advanced,2,3
8,53.16590777581278,2.3893877794730916,69,Beginner,Beginner,History,Regular,1,1,1,Beginner,39,Advanced,1,3
14,128.977600405629,0.02340911344274729,73,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,28,Advanced,2,3
10,111.99075434384726,1.0715195565822258,47,Advanced,Intermediate,English,Regular,1,3,2,Advanced,-28,Beginner,3,1
7,99.79594158032057,4.978319771146401,94,Advanced,Advanced,History,Regular,1,3,3,Advanced,4,Advanced,3,3
12,114.69767218807324,3.1404696986088183,41,Advanced,Beginner,History,Regular,1,3,1,Intermediate,-19,Intermediate,2,2
10,106.33407844008909,0.3163785512671909,43,Advanced,Beginner,Math,Regular,1,3,1,Advanced,-17,Advanced,3,3
14,103.08159941492441,0.7933653374011723,43,Advanced,Beginner,Science,Regular,1,3,1,Intermediate,-17,Beginner,2,1
14,92.91642067286203,0.27610750445715937,65,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,5,Beginner,2,1
16,124.95055698475119,1.1403629471546068,61,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,-14,Advanced,3,3
6,98.99810508808159,0.5549965741164474,68,Beginner,Beginner,English,Irregular,0,1,1,Intermediate,38,Advanced,2,3
13,90.38543986040841,0.061179751219560055,50,Intermediate,Advanced,English,Regular,1,2,3,Intermediate,-25,Beginner,2,1
16,94.11547065055173,1.051210717933233,43,Advanced,Advanced,Science,Regular,1,3,3,Intermediate,-47,Beginner,2,1
9,81.91586767853113,1.5619897574468964,63,Intermediate,Beginner,Math,Irregular,0,2,1,Advanced,18,Advanced,3,3
12,108.69976723495853,4.6938534277025,64,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,4,Advanced,1,3
12,101.37782528201991,0.4952290406914925,76,Intermediate,Intermediate,Science,Irregular,0,2,2,Intermediate,16,Advanced,2,3
9,83.84778830092995,0.3588876691274333,92,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,47,Advanced,1,3
15,92.6807837854823,0.7808768526948413,48,Beginner,Advanced,Math,Irregular,0,1,3,Intermediate,-12,Beginner,2,1
13,119.79227553869013,0.39310799474299274,53,Advanced,Advanced,Science,Regular,1,3,3,Advanced,-37,Beginner,3,1
11,105.0888556133616,0.49678941199589766,59,Beginner,Advanced,Math,Regular,1,1,3,Intermediate,-1,Advanced,2,3
11,99.3254431394678,0.15172005419664555,99,Advanced,Intermediate,Science,Regular,1,3,2,Advanced,24,Advanced,3,3
15,83.87648238378463,1.0295471261358895,63,Intermediate,Beginner,Science,Regular,1,2,1,Advanced,18,Advanced,3,3
14,105.06402666649419,3.1242501049526465,94,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,34,Advanced,2,3
10,99.61229784348349,0.5318292434995812,54,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,-6,Beginner,1,1
10,93.20485964686648,0.9823498890660141,43,Beginner,Intermediate,History,Regular,1,1,2,Beginner,-2,Beginner,1,1
8,108.38152298310911,0.049221287560909016,96,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,36,Advanced,2,3
6,79.68145838980753,2.1194578638784662,52,Beginner,Beginner,Science,Irregular,0,1,1,Intermediate,22,Advanced,2,3
17,92.50304996050157,0.13670195035965682,63,Beginner,Intermediate,English,Regular,1,1,2,Beginner,18,Intermediate,1,2
12,106.06914875330102,0.7736445983933085,57,Advanced,Beginner,History,Regular,1,3,1,Advanced,-3,Intermediate,3,2
15,84.63868444784623,2.5232785775643487,45,Beginner,Advanced,History,Irregular,0,1,3,Beginner,-15,Beginner,1,1
17,122.2937349382184,2.039590747871717,93,Intermediate,Beginner,Science,Irregular,0,2,1,Intermediate,48,Advanced,2,3
15,113.55808421400043,0.5119558924610061,67,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,-8,Beginner,3,1
10,96.51210798147221,1.7850787797695662,97,Advanced,Intermediate,Science,Irregular,0,3,2,Intermediate,22,Advanced,2,3
8,100.17538648753079,0.31101352548153094,88,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,28,Advanced,1,3
11,100.05345612248657,1.9558465583456373,65,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,5,Advanced,3,3
14,94.59111258318262,2.8467233969578825,73,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,13,Advanced,1,3
12,112.50539430690338,0.3216064509150033,49,Advanced,Beginner,Science,Regular,1,3,1,Advanced,-11,Intermediate,3,2
15,106.54118490092108,1.3884328089124818,44,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,-16,Beginner,1,1
14,104.1929020240978,0.4764418664917141,98,Advanced,Intermediate,Math,Regular,1,3,2,Advanced,23,Advanced,3,3
14,87.4239246657096,1.539715089850231,46,Beginner,Beginner,Math,Regular,1,1,1,Beginner,16,Advanced,1,3
11,73.16817660061605,1.5697669162380992,59,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,-16,Intermediate,3,2
12,117.71176682154024,3.434499476941367,82,Intermediate,Advanced,Math,Regular,1,2,3,Advanced,7,Advanced,3,3
13,89.78231325340808,1.3662326696903322,76,Beginner,Intermediate,History,Regular,1,1,2,Beginner,31,Advanced,1,3
14,99.1642672714032,2.311936692692295,83,Advanced,Beginner,Math,Regular,1,3,1,Intermediate,23,Advanced,2,3
18,108.45427431001329,5.219809147220687,52,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-23,Advanced,2,3
12,96.36335883164823,0.255628274595322,77,Beginner,Advanced,Math,Regular,1,1,3,Beginner,17,Advanced,1,3
14,101.9238981241682,0.9286431678314644,69,Advanced,Advanced,History,Irregular,0,3,3,Advanced,-21,Beginner,3,1
11,92.11629984290518,2.457715575179846,83,Advanced,Beginner,Math,Regular,1,3,1,Advanced,23,Advanced,3,3
12,97.19748682024567,4.574136224498634,49,Advanced,Intermediate,Science,Regular,1,3,2,Advanced,-26,Advanced,3,3
11,122.66005476840958,2.2141435887371106,89,Beginner,Beginner,Math,Regular,1,1,1,Intermediate,59,Advanced,2,3
16,106.4311257185254,0.476487930643204,54,Beginner,Advanced,History,Irregular,0,1,3,Intermediate,-6,Beginner,2,1
11,102.19580375435959,0.2311135925738808,76,Beginner,Advanced,Math,Regular,1,1,3,Beginner,16,Advanced,1,3
9,105.62176746419203,0.03024778786445738,72,Intermediate,Intermediate,Science,Irregular,0,2,2,Intermediate,12,Intermediate,2,2
9,105.35621807087936,0.9764572069758412,91,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,16,Advanced,2,3
9,108.90846613323345,2.4642922429896634,84,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,24,Advanced,2,3
15,69.40053935866574,3.131170854647028,59,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,14,Beginner,1,1
12,91.87267617441375,2.6402890328653728,79,Advanced,Intermediate,History,Regular,1,3,2,Advanced,4,Advanced,3,3
11,126.82641892928777,0.15388480175544905,40,Beginner,Beginner,History,Irregular,0,1,1,Intermediate,10,Beginner,2,1
10,91.15166848758102,0.2391283286105666,78,Beginner,Beginner,History,Regular,1,1,1,Beginner,48,Advanced,1,3
